Plot ID,Year,Biomass,Shadow,,,,
7000404101,1997,28.79014587,21.95360026,0.67,0.25,0.44,60.33
7000404102,1970,4.545568138,4.488255194,0,0.125,0,32
7000404102,1978,9.471990325,8.21141948,0.86,0.375,0.57,46.14
7000404102,1985,7.8893346,7.083813912,0.8,0.375,0.64,49.4
7000404201,1970,1.592358729,1.238993877,1,0.125,0,44
7000404201,1978,7.644585414,5.894683393,0.6,0.25,0.48,47.5
7000404201,1985,16.09555925,12.40919045,0.4,0.375,0.64,53.5
7000404201,1997,42.8252338,30.31581619,0.5,0.375,0.59,72.75
7000404202,1970,3.337690844,3.484755102,0.75,0.25,0.38,35.33
7000404202,1997,3.763457941,3.478069793,0,0.125,0,22.5
7000404301,1970,1.780357774,2.15613787,1,0.25,0.5,39.5
7000404301,1978,9.500050293,10.34740089,0.85,0.625,0.68,55.4
7000404301,1985,6.461931981,6.948549498,1,0.375,0.64,61.75
7000404301,1997,17.49982319,18.07431139,0.94,0.375,0.53,87.71
7000404302,1970,4.126241709,4.545356782,1,0.125,0,29.6
7000404302,1978,11.03709031,10.86342633,1,0.125,0,36.63
7000404302,1985,10.99435518,9.95608411,0.9,0.375,0.56,46.8
7000404302,1997,2.093261282,2.142716986,1,0.125,0,49.5
7000404401,1970,4.192030109,4.753858003,1,0.25,0.48,46.8
7000404401,1978,28.30471971,25.04844601,1,0.25,0.3,58.27
7000404401,1985,8.364093874,8.239216292,1,0.25,0.48,60.2
7000404402,1970,3.523717498,3.959210991,1,0.25,0.32,39.4
7000404402,1978,6.516022316,7.28467478,1,0.125,0,51.88
7000404402,1985,4.236412649,4.741794288,1,0.125,0,58.8
7000404501,1970,21.13212249,11.56156362,1,0.25,0.38,36
7000404501,1978,16.68259126,10.47497469,1,0.25,0.28,43.4
7000404501,1985,19.68790512,11.7309583,1,0.25,0.32,50.4
7000404501,1997,76.06224994,38.81515635,1,0.25,0.2,62.4
7000404502,1970,10.30697386,6.865762249,1,0.25,0.38,39.33
7000404502,1978,19.92134521,12.07386942,1,0.125,0,46.4
7000404502,1985,25.08215709,14.61725256,1,0.125,0,53.4
7000404502,1997,71.23007586,37.95953731,1,0.125,0,65.4
7000404601,1970,1.668605201,1.67112623,0.33,0.375,0.67,28.5
7000404601,1978,1.974673983,1.881235946,0.5,0.25,0.5,36.5
7000404601,1985,3.189857875,2.904037983,0.33,0.375,0.67,40.33
7000404601,1997,6.86555221,6.188032749,0.2,0.5,0.72,47
7000404602,1970,10.83153567,7.917567469,0.9,0.25,0.32,43
7000404602,1978,9.338704392,7.088438336,0.9,0.25,0.32,50.6
7000404602,1985,12.84149739,8.977917822,1,0.25,0.32,57
7000404602,1997,33.59499603,22.03367317,1,0.25,0.35,67.75
7000404701,1970,4.605377694,4.678258718,0.2,0.5,0.72,27.75
7000404701,1978,10.57771049,10.14623843,0.13,0.5,0.56,40.75
7000404701,1985,8.638276212,7.857952607,0.2,0.5,0.72,45.2
7000404701,1997,24.49718724,20.27734695,0.38,0.5,0.72,60.33
7000404702,1970,5.111811661,5.120594963,0.2,0.375,0.56,33
7000404702,1978,19.6150377,17.94673759,0.78,0.375,0.49,43.22
7000404702,1985,11.64277405,10.40646283,0.5,0.375,0.64,55.8
7000404702,1997,27.03050583,22.14531281,0.44,0.625,0.75,60.63
7000404801,1970,4.978709011,4.722894466,0.4,0.5,0.72,32.33
7000404801,1978,21.13118062,14.74181043,0.5,0.5,0.72,50.17
7000404801,1985,19.87480571,13.00317766,0.6,0.5,0.72,56.6
7000404801,1997,45.56726605,30.57840307,0.6,0.625,0.74,73.71
7000404802,1970,6.692671524,6.006423561,0.75,0.375,0.63,36
7000404802,1978,17.25139448,13.32733975,0.71,0.5,0.73,45.29
7000404802,1985,17.18643673,12.48287965,0.8,0.5,0.72,52
7000404802,1997,38.05206961,27.2734476,0.44,0.5,0.62,64
7000404901,1970,5.943430672,6.060257892,1,0.25,0.32,46.6
7000404901,1978,18.66938036,17.21110226,0.89,0.25,0.2,65.71
7000404902,1970,12.53267334,11.30747161,0.8,0.5,0.72,72.75
7000404902,1985,0.89403233,0.760466484,0,0.125,0,42
7000405001,1970,12.31299259,8.724881383,1,0.25,0.32,33
7000405001,1978,16.50632498,11.02397429,1,0.25,0.32,42.6
7000405001,1985,0.891487373,0.94343284,1,0.125,0,45
7000405002,1970,8.508149578,6.762516948,0.4,0.25,0.48,55.25
7000405002,1978,22.61277486,15.49539054,0.5,0.25,0.5,66
7000405002,1985,22.25534105,15.17721004,0.6,0.25,0.48,77.25
7000405002,1997,36.56271119,25.07991221,0.63,0.25,0.47,91
7000405101,1970,2.935385702,2.801345603,0.9,0.375,0.56,28.67
7000405101,1978,4.9560414,4.161278231,0.88,0.375,0.63,36.67
7000405101,1985,9.172129672,7.4352199,0.5,0.5,0.72,33.2
7000405101,1997,24.17827216,17.2758442,0.56,0.5,0.69,42.17
7000405102,1970,0.63926074,0.543671458,1,0.125,0,33
7000405102,1978,1.206351693,0.916088418,1,0.125,0,41
7000405102,1985,5.101000715,4.506702626,0.2,0.25,0.32,30
7000405102,1997,16.11168148,13.00548987,0.13,0.25,0.22,35.5
7000405201,1970,6.857498737,5.850902158,0.5,0.5,0.72,28.25
7000405201,1978,19.4312345,15.35705993,0.5,0.5,0.69,39.33
7000405201,1985,20.63861439,14.07302819,0.8,0.25,0.32,54.25
7000405201,1997,44.94672989,27.84094489,1,0.125,0,66.25
7000405202,1970,10.7199702,7.173437267,0.75,0.375,0.63,39.33
7000405202,1978,17.67932984,11.61826308,0.83,0.25,0.28,74.17
7000405202,1985,19.31113395,12.17450091,0.8,0.25,0.32,86
7000405202,1997,40.91039393,24.89332674,0.89,0.25,0.2,98
7000405301,1970,23.01255817,15.51544647,0.8,0.375,0.56,63.25
7000405301,1978,29.05788659,19.47244578,0.83,0.375,0.5,59.17
7000405301,1985,28.94138406,18.35283242,0.8,0.25,0.32,62
7000405301,1997,24.09478804,16.13034412,1,0.125,0,54.5
7000405302,1970,2.460820032,3.043574963,1,0.125,0,20.8
7000405302,1978,4.570158702,5.213083451,1,0.125,0,29.5
7000405302,1985,6.238853822,6.42980972,1,0.25,0.32,35
7000405302,1997,5.195390667,5.466019359,1,0.25,0.32,41.8
7000405401,1970,10.48057217,10.86795023,1,0.375,0.56,123.4
7000405401,1978,16.56659749,16.72327575,1,0.375,0.59,107
7000405401,1985,13.66710507,13.79184308,1,0.375,0.56,138.4
7000405401,1997,15.15347068,15.57224647,1,0.375,0.59,98
7000405402,1970,6.947240141,6.164558769,0.8,0.375,0.56,41.25
7000405402,1978,13.14652979,11.5342192,0.57,0.5,0.69,42.57
7000405402,1985,10.25273529,8.19684249,0.6,0.25,0.48,48.4
7000405402,1997,13.35576234,9.588140779,0.75,0.25,0.38,60.25
7000405501,1970,2.029121139,2.570074118,1,0.375,0.56,18.2
7000405501,1978,5.003777547,5.762686236,1,0.375,0.45,27.29
7000405501,1985,4.485425439,4.96085126,1,0.375,0.56,33.2
7000405501,1997,9.266760519,9.325302571,0.75,0.5,0.66,44.83
7000405502,1970,4.158445269,4.521279616,0.9,0.5,0.72,23.4
7000405502,1978,9.695611938,10.30950072,0.94,0.5,0.52,31.89
7000405502,1985,6.294638993,6.651832356,1,0.375,0.56,38.4
7000405502,1997,2.845316627,2.514932884,0.5,0.25,0.5,52
7000405601,1970,4.853033748,4.2559784,0.6,0.5,0.72,42.33
7000405601,1978,14.25201723,10.54871415,0.88,0.5,0.69,49.43
7000405601,1985,9.866517601,7.28000009,0.8,0.5,0.72,52.8
7000405601,1997,56.96076969,34.84820447,0.83,0.625,0.64,67
7000405602,1970,1.681433713,2.261946711,1,0.125,0,18.2
7000405602,1978,6.599535431,7.222797971,1,0.125,0,25.43
7000405701,1970,7.327183313,5.064900809,1,0.125,0,33
7000405701,1978,28.67144458,16.77645663,1,0.125,0,51.33
7000405701,1985,20.51674062,11.79384041,1,0.125,0,53
7000405701,1997,56.39761828,30.24413761,1,0.125,0,65
7000405702,1970,1.572464896,1.287299006,1,0.125,0,26
7000405702,1978,40.99759394,22.4048335,1,0.375,0.5,59.67
7000405702,1985,20.6980909,12.6304591,1,0.25,0.32,47.4
7000405702,1997,65.83245997,35.72463343,1,0.25,0.38,59.4
7000405801,1970,7.391619803,5.939721266,0.8,0.375,0.56,NA
7000405801,1985,6.123241177,4.199379466,1,0.25,0.44,41
7000405801,1997,15.30090134,8.929612693,1,0.25,0.44,53
7000405802,1970,3.860340007,3.155918316,1,0.125,0,38.67
7000405802,1978,2.411000313,2.079432744,1,0.125,0,46.67
7000405802,1985,4.720502833,3.96690161,1,0.125,0,52.25
7000405802,1997,18.91760624,13.87910395,1,0.125,0,64.25
7000405901,1970,2.122236357,2.251994145,0.67,0.25,0.44,27.67
7000405901,1978,7.185562373,6.532602631,0.29,0.375,0.57,38.57
7000405901,1985,9.006757562,7.665285013,0.3,0.5,0.72,40.5
7000405901,1997,19.99810631,16.71317239,0.5,0.375,0.66,51
7000405902,1970,8.853886314,7.324635838,0.5,0.25,0.5,50
7000405902,1978,16.73053866,13.26807675,0.29,0.5,0.73,55.33
7000405902,1985,15.94910911,12.57039185,0.2,0.375,0.56,62.2
7000405902,1997,40.06944705,29.28864105,0.33,0.375,0.57,74.2
7000406001,1970,5.152367027,4.693690221,0.75,0.375,0.63,65.67
7000406001,1978,30.3557972,21.46627641,0.89,0.375,0.57,78.67
7000406002,1970,4.728095851,4.525250589,1,0.25,0.38,38.25
7000406002,1978,24.07350613,17.42473056,1,0.25,0.47,53.25
7000406002,1985,6.902219044,5.409571222,1,0.25,0.5,62
7000406101,1970,3.871974069,4.226120703,0.8,0.25,0.32,48.2
7000406101,1978,35.49837635,26.29874963,0.44,0.25,0.49,74.89
7000406101,1985,6.459378029,6.2891669,0.8,0.375,0.56,62.2
7000406101,1997,2.618541729,2.923138867,0.67,0.25,0.44,NA
7000406102,1970,10.46664735,7.237123633,1,0.25,0.32,40.5
7000406102,1978,13.5995452,9.021246668,1,0.25,0.32,48.5
7000406102,1985,16.03188812,10.38565292,1,0.25,0.32,55.5
7000406102,1997,41.72531563,26.40792625,0.89,0.375,0.49,67.5
7000406201,1970,2.159023322,2.654469863,0.75,0.375,0.63,46.75
7000406201,1978,4.219879067,4.789898354,0.8,0.375,0.56,52.8
7000406201,1985,6.146623091,6.669576071,0.8,0.375,0.64,68.6
7000406201,1997,10.57582043,11.39045992,0.88,0.375,0.41,71.5
7000406202,1970,3.815410316,4.533041739,0.8,0.375,0.56,56.6
7000406202,1978,7.955015524,9.13972241,0.63,0.375,0.66,68.13
7000406202,1985,5.622552674,6.389245475,0.8,0.375,0.56,71.6
7000406202,1997,11.59158188,13.28104524,1,0.25,0.18,90.8
7000406301,1970,9.040456894,7.581995108,0.6,0.5,0.72,27
7000406301,1978,14.73679395,11.1506433,0.86,0.375,0.45,33.29
7000406301,1985,12.12076,8.041672945,1,0.125,0,39.6
7000406301,1997,32.90566715,19.74986098,1,0.125,0,51.6
7000406302,1970,17.37918976,14.31671524,1,0.125,0,49.8
7000406302,1997,4.701962315,3.746236142,0,0.125,0,25
7000406401,1970,9.886061966,8.88392137,1,0.375,0.63,51
7000406401,1978,18.93057657,17.35385623,1,0.375,0.37,62.29
7000406401,1985,12.69921411,10.97426172,1,0.375,0.64,71.67
7000406402,1970,5.809424808,4.439598207,0.88,0.375,0.63,53.75
7000406402,1978,15.93339524,11.29369886,0.93,0.5,0.69,57.5
7000406402,1985,9.979712391,7.245970358,0.8,0.25,0.48,66
7000406402,1997,31.84927918,18.66447842,1,0.25,0.22,74.33
7000406501,1970,13.59079798,10.77591413,0.4,0.375,0.56,74.33
7000406501,1978,31.27417655,23.00570707,0.29,0.375,0.45,95.4
7000406501,1985,15.25510592,10.02871773,0.88,0.5,0.75,73.67
7000406501,1997,30.85464964,19.51979586,0.9,0.5,0.72,68
7000406502,1970,17.58405727,14.45725753,0.9,0.25,0.32,54.4
7000406502,1978,36.00624517,24.40932041,0.1,0.25,0.32,88.75
7000406502,1985,8.507180385,7.001428786,0.75,0.375,0.63,66
7000406502,1997,17.46811009,13.64592238,0.8,0.375,0.64,66.5
7000406601,1970,21.92097197,15.28442631,1,0.5,0.75,62.33
7000406601,1978,29.2238941,19.68200258,1,0.5,0.72,63.25
7000406601,1985,10.57043721,9.073874628,0.6,0.5,0.72,59.4
7000406601,1997,24.35960449,20.05125281,0.56,0.75,0.78,68.33
7000406602,1970,2.760281597,3.261475829,0.6,0.375,0.64,28.75
7000406602,1978,7.795207294,8.080276836,0.31,0.5,0.56,34.5
7000406602,1985,4.4604468,4.740638182,0.7,0.5,0.72,40.2
7000406602,1997,8.800322353,7.925811008,0.75,0.5,0.72,49
7000406701,1970,4.402436333,4.752551101,0.9,0.25,0.32,32.4
7000406702,1970,4.259263924,4.125640004,0.5,0.375,0.67,55.67
7000406702,1978,32.20587869,27.63616332,0.92,0.5,0.39,63
7000406702,1985,12.7274895,9.334149296,0.4,0.5,0.72,61.25
7000406702,1997,24.69528134,18.66020585,0.56,0.625,0.77,77.17
7000406801,1970,18.6686381,12.2403487,1,0.375,0.64,50.67
7000406801,1978,21.45977352,14.27137578,1,0.375,0.61,57.75
7000406801,1985,12.32999737,10.02545048,1,0.25,0.48,64.2
7000406801,1997,30.6586509,24.50894659,1,0.375,0.53,76.86
7000406802,1970,3.042731209,2.904490373,0.75,0.5,0.75,23.33
7000406802,1978,10.85494106,8.419920701,0.83,0.5,0.67,41.2
7000406802,1985,8.02905129,6.206027792,1,0.375,0.56,48
7000406802,1997,27.64671257,18.00037086,1,0.375,0.53,60.25
7000406901,1970,6.250481212,5.465315642,0.75,0.5,0.75,37
7000406901,1978,15.84207022,12.4593554,0.43,0.625,0.73,48.14
7000406902,1970,2.808888371,2.746405431,0.5,0.375,0.67,49.5
7000406902,1978,8.180871688,8.204332047,0.44,0.375,0.53,49.83
7000406902,1985,7.715158459,6.535920153,0.7,0.375,0.56,52
7000406902,1997,13.99616206,10.75631059,0.75,0.375,0.5,68.5
7000407001,1970,19.64517742,10.54067167,1,0.25,0.44,49.67
7000407001,1978,56.10528908,28.10760328,1,0.125,0,68.5
7000407001,1985,61.74293352,30.4582183,1,0.125,0,75.5
7000407001,1997,96.74494715,45.55882374,1,0.125,0,92
7000407002,1970,11.28024315,6.626347756,1,0.125,0,53
7000407002,1978,13.32608635,8.139389043,1,0.125,0,58
7000407002,1985,12.88986218,7.972256314,1,0.125,0,55.2
7000407002,1997,31.0359657,17.32570756,1,0.125,0,67.67
7000407101,1970,3.177694125,3.673501989,1,0.25,0.32,36.2
7000407101,1978,9.82883993,10.40691522,1,0.25,0.32,50
7000407101,1985,5.876274903,5.832957381,0.8,0.375,0.64,46.4
7000407101,1997,18.66229508,16.85185485,0.8,0.375,0.62,61.75
7000407102,1970,2.394154113,2.746053572,1,0.125,0,24.4
7000407102,1978,5.226480664,5.733884115,1,0.125,0,34.5
7000407102,1985,4.092475461,4.353342639,1,0.125,0,39.4
7000407102,1997,11.6661516,11.60559618,1,0.125,0,52.67
7000407201,1970,7.208365441,5.890008703,0.7,0.375,0.56,35.5
7000407201,1978,12.94769928,9.757083065,0.75,0.375,0.5,40
7000407201,1985,15.06765421,10.70001325,0.8,0.25,0.48,49
7000407201,1997,37.11558453,24.61631366,0.78,0.5,0.52,61
7000407202,1970,10.46318637,9.532597421,1,0.375,0.61,69
7000407202,1978,33.36857599,29.37982264,1,0.375,0.56,74.23
7000407202,1985,14.88100778,12.57778088,1,0.375,0.64,88.8
7000407202,1997,45.64926379,34.76360767,0.78,0.5,0.74,111.29
7000407301,1970,4.659151816,4.133883543,1,0.25,0.44,38
7000407301,1978,17.9409138,13.4326962,1,0.25,0.47,51.4
7000407301,1985,15.00482486,10.98994455,1,0.25,0.48,50
7000407301,1997,112.4349578,52.45715802,1,0.25,0.22,63.33
7000407302,1970,8.472605095,6.469318389,1,0.25,0.38,38
7000407302,1978,35.61269456,24.17206733,1,0.375,0.53,53.33
7000407302,1985,23.49562768,16.20503862,1,0.375,0.64,58.25
7000407302,1997,62.98266405,38.51461903,1,0.375,0.53,67.75
7000407401,1970,5.259012703,5.336083087,1,0.25,0.38,46.5
7000407401,1978,0.380310857,0.502654825,1,0.125,0,84
7000407402,1970,2.793054382,2.894638338,0.67,0.25,0.44,25.67
7000407402,1978,12.60553729,12.42034939,0.83,0.375,0.37,37.44
7000407501,1970,3.052099595,3.333506266,1,0.25,0.38,44.5
7000407501,1978,7.2578368,8.059466926,1,0.25,0.2,46.78
7000407501,1985,7.071320222,6.988208964,1,0.5,0.72,65
7000407501,1997,17.04482423,16.80907893,1,0.5,0.66,80.57
7000407502,1970,5.053786147,4.130515755,0.75,0.25,0.38,39
7000407502,1978,19.01830118,13.02318332,0.93,0.375,0.45,53.57
7000407502,1985,7.86361492,5.715637745,1,0.25,0.48,49.2
7000407502,1997,31.7058946,20.99900848,0.75,0.25,0.38,66
7000407601,1970,3.554779453,3.347329273,0.6,0.25,0.48,29
7000407601,1978,6.876757227,5.69588341,0.67,0.5,0.67,34.67
7000407601,1985,8.003372488,6.144352045,0.8,0.375,0.56,41.8
7000407601,1997,26.00471872,18.138802,0.63,0.25,0.47,56
7000407602,1970,8.733200485,6.194718058,1,0.375,0.56,21
7000407602,1978,6.461579862,5.56403705,0.88,0.375,0.63,52
7000407602,1985,8.732022366,7.545904492,0.9,0.375,0.56,44.5
7000407602,1997,24.75340738,20.891943,0.94,0.375,0.37,46.5
7000407701,1970,2.381558864,2.791041179,1,0.25,0.48,28
7000407701,1978,7.194512654,8.054943033,1,0.25,0.48,36.7
7000407701,1985,5.870244785,5.831600213,1,0.25,0.32,47
7000407701,1997,15.12756909,14.43669895,1,0.25,0.35,59.22
7000407702,1970,8.8075456,7.874892075,0.7,0.5,0.72,27.6
7000407702,1978,18.7482895,16.916446,0.78,0.5,0.62,36.78
7000407702,1985,15.63618593,12.98211642,0.6,0.5,0.72,43.2
7000407702,1997,27.08484082,22.40141544,0.5,0.75,0.81,53.83
7000407801,1970,6.027682299,4.919432503,0.7,0.625,0.8,31.2
7000407801,1978,19.30916762,14.0313581,0.81,0.625,0.69,41.38
7000407801,1985,11.49292707,8.528343347,0.7,0.625,0.8,46.2
7000407802,1970,7.418983878,5.872264988,1,0.375,0.56,37.25
7000407802,1978,11.61432696,8.804451642,1,0.375,0.5,43
7000407802,1985,18.38278469,12.32901701,1,0.25,0.32,46.75
7000407901,1970,3.026040982,3.369094227,0.8,0.5,0.72,26.5
7000407901,1978,12.9169533,11.04568897,0.89,0.5,0.62,43.88
7000407901,1985,6.966835308,6.602722979,0.8,0.5,0.72,41.5
7000407901,1997,7.911661861,8.191011694,0.75,0.5,0.72,51.33
7000407902,1970,6.722176396,5.743183229,1,0.375,0.56,46.25
7000407902,1978,59.32653721,34.10332029,1,0.375,0.66,62.5
7000407902,1985,20.25870758,12.1270503,1,0.375,0.64,52.5
7000407902,1997,51.00698156,28.46564431,1,0.375,0.49,64.5
7000408001,1970,13.1241559,7.99366941,1,0.25,0.44,23
7000408001,1978,35.42198112,22.3410466,1,0.5,0.69,47.2
7000408001,1985,39.78375847,23.62472649,1,0.5,0.72,63.67
7000408002,1970,3.572866078,3.113544514,0.8,0.375,0.64,24.5
7000408002,1978,6.520466422,5.013579751,1,0.25,0.48,33
7000408002,1985,12.22537087,8.673107936,1,0.25,0.32,41.6
7000408002,1997,33.73572316,21.41002933,1,0.25,0.49,57.33
7000408101,1970,0.63926074,0.543671458,1,0.125,0,21
7000408101,1978,26.75272015,13.94736448,1,0.25,0.38,31
7000408101,1985,37.88001251,19.57669639,1,0.25,0.32,37
7000408101,1997,74.23424927,38.66260061,1,0.25,0.2,49
7000408102,1970,7.040815961,5.256864686,1,0.125,0,38.33
7000408102,1978,13.87574708,10.2180678,1,0.25,0.28,50.33
7000408102,1985,13.89337905,9.958446588,1,0.25,0.32,58.6
7000408102,1997,29.30653557,20.10393104,0.88,0.25,0.22,71.67
7000408201,1970,6.929770312,6.360795212,0.38,0.375,0.63,42
7000408201,1978,23.12355358,18.67634107,0.43,0.375,0.65,51.67
7000408201,1985,18.88903318,14.80328511,0.4,0.375,0.64,63.75
7000408201,1997,24.27337193,19.55372507,0.64,0.5,0.69,68.86
7000408202,1970,5.911757989,5.199863629,0.83,0.25,0.44,34
7000408202,1978,25.12894713,22.17155139,0.89,0.375,0.49,44.56
7000408202,1985,10.87694693,10.53418742,0.9,0.375,0.56,51.6
7000408202,1997,25.85239858,22.82540479,0.75,0.5,0.66,65.25
7000408301,1970,3.967255273,4.173392212,0.88,0.375,0.63,52
7000408301,1978,12.82760032,12.72621485,0.83,0.375,0.57,68.33
7000408301,1985,12.17899298,9.82323244,0.6,0.5,0.72,65.75
7000408301,1997,26.730609,21.47175534,0.6,0.5,0.64,87.22
7000408302,1970,4.125827567,4.38782476,1,0.125,0,41.75
7000408302,1978,16.62901058,15.92993564,1,0.125,0,50.11
7000408302,1985,13.77700883,12.1070949,1,0.25,0.32,63.6
7000408302,1997,24.05277197,20.37551544,0.88,0.375,0.41,71.88
7000408401,1970,58.19635914,27.74061499,1,0.25,0.38,75.25
7000408401,1978,85.7784513,40.95063511,1,0.25,0.28,76.5
7000408401,1985,73.6573056,34.96024623,1,0.25,0.32,85.6
7000408401,1997,180.6779813,78.88850799,1,0.25,0.22,102.25
7000408402,1970,11.47107546,7.958935961,1,0.25,0.48,34.4
7000408402,1978,13.39260915,9.133740817,1,0.25,0.48,42.4
7000408402,1985,14.11502468,9.571603435,1,0.25,0.48,49.4
7000408402,1997,26.70697385,17.73064628,1,0.25,0.5,54
7000408501,1970,3.380257247,3.711050304,0.88,0.25,0.38,39
7000408501,1978,9.775263939,10.06179242,0.94,0.25,0.22,44.5
7000408501,1985,11.9172024,10.97290455,0.9,0.5,0.72,46.5
7000408501,1997,33.32781011,28.85002445,0.94,0.5,0.72,68.57
7000408502,1970,3.751268477,4.116592217,0.8,0.375,0.56,48.2
7000408502,1978,10.7275677,11.45288965,0.89,0.375,0.59,58.33
7000408502,1985,7.157541182,7.417375653,0.8,0.375,0.64,78.5
7000408502,1997,11.41401278,11.44077567,0.83,0.375,0.61,90.2
7000408601,1970,8.238737051,8.95112632,0.8,0.25,0.32,78.2
7000408601,1978,15.43174497,16.87608281,0.89,0.25,0.2,90.22
7000408601,1985,5.211520089,6.055432406,0.6,0.25,0.48,91.2
7000408601,1997,12.83999275,14.49279523,0.89,0.25,0.2,94.89
7000408602,1970,2.64430963,3.145262034,0.67,0.25,0.44,66.67
7000408602,1978,5.48683787,6.364967247,0.8,0.25,0.32,81.4
7000408602,1985,6.904353066,7.792255622,0.8,0.25,0.32,88.4
7000408602,1997,14.71005441,15.83352644,0.86,0.25,0.24,108
7000408701,1970,3.294180544,3.06151974,0.75,0.25,0.38,34
7000408701,1978,12.42076591,10.31789505,0.38,0.5,0.72,48.86
7000408701,1985,5.451800685,4.989301523,0.8,0.375,0.56,47
7000408701,1997,13.47657212,11.54844433,0.75,0.5,0.66,49.4
7000408702,1970,3.609423735,3.283441845,0,0.375,0.63,32.5
7000408702,1978,6.657112585,5.851354547,0.29,0.5,0.61,42.67
7000408702,1985,12.41433034,10.10964516,0.7,0.5,0.72,47
7000408702,1997,23.47036636,18.99613007,0.93,0.375,0.57,48
7000408801,1970,2.655579265,3.101028409,1,0.25,0.48,35.4
7000408802,1970,12.31755866,10.66246494,0.8,0.5,0.72,66.8
7000408802,1978,33.02229258,27.69336544,0.82,0.375,0.53,61.89
7000408802,1985,6.281918135,4.797337646,0.5,0.25,0.5,71.5
7000408901,1970,7.852879459,7.154235853,1,0.125,0,63.75
7000408901,1978,21.00537465,18.64206001,1,0.25,0.38,65.75
7000408901,1985,11.73526182,10.22208904,0.8,0.25,0.32,78.6
7000408902,1970,3.943179142,4.306646006,1,0.25,0.48,36.4
7000408902,1978,7.971627606,8.289783367,1,0.25,0.38,53.38
7000408902,1985,7.581127187,7.29980469,1,0.125,0,56.4
7000409001,1970,6.057713277,6.342146718,1,0.375,0.63,68.75
7000409001,1978,6.62057686,6.700288281,1,0.25,0.44,84.67
7000409001,1985,10.88281778,10.8279389,0.8,0.5,0.72,66.2
7000409001,1997,27.99569743,24.41947403,0.5,0.5,0.66,61.43
7000409002,1970,4.811902875,5.092044169,1,0.25,0.32,36
